@RELATION Census

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_13 REAL
@ATTRIBUTE attribute_14 {0,1}

@DATA
58,4,1.7587e+05,2,10,1,9,3,1,0,0,0,40,1,0
34,1,57426,1,13,3,4,4,1,0,0,0,45,1,1
36,1,3.1221e+05,4,9,1,8,3,1,0,0,0,40,1,1
19,7,3.4486e+05,4,9,3,10,2,1,0,0,0,20,1,1
26,6,1.7704e+05,3,7,2,3,5,1,1,0,0,40,1,1
60,1,88055,13,6,1,11,3,1,0,0,0,40,1,1
35,2,1.111e+05,4,9,1,5,3,1,0,0,0,50,1,1
39,1,1.9225e+05,13,6,2,3,4,1,1,0,0,60,1,1
27,1,29807,4,9,4,7,5,1,1,0,0,40,28,1
26,4,2.116e+05,11,14,3,6,4,1,0,0,0,40,1,1
17,1,2.6828e+05,10,8,3,3,2,1,0,0,0,12,1,1
59,2,1.8107e+05,4,9,1,4,3,1,0,0,0,40,3,0
53,5,20676,4,9,1,5,3,4,0,0,0,48,1,1
35,1,1.158e+05,3,7,2,11,4,1,0,0,0,40,1,1
34,5,1.2483e+05,2,10,1,5,3,1,0,0,0,40,1,0
36,1,95336,4,9,1,1,3,1,0,0,0,45,1,0
36,1,2.5794e+05,4,9,1,4,3,1,0,0,0,40,1,1
21,1,72593,4,9,3,3,2,1,0,0,0,40,1,1
29,1,1.4734e+05,2,10,3,4,2,1,1,0,0,40,1,1
35,1,1.8533e+05,1,13,1,6,3,1,0,0,0,50,1,0
59,2,3.5794e+05,1,13,1,5,3,1,0,0,0,40,1,0
22,1,2.154e+05,2,10,3,3,4,1,0,0,1602,10,1,1
50,5,30682,11,14,1,6,3,1,0,0,0,50,1,1
24,4,29591,1,13,3,6,4,5,1,0,0,40,1,1
36,1,2.1539e+05,1,13,2,1,4,1,1,0,0,40,1,1
31,1,1.1055e+05,4,9,1,8,1,1,1,4386,0,40,1,0
42,2,1.3358e+05,2,10,1,2,3,1,0,0,0,40,21,1
38,1,2.1044e+05,9,4,2,4,5,1,1,0,0,40,1,1
52,1,2.5692e+05,4,9,1,5,3,1,0,0,0,40,1,1
46,1,73541,13,6,2,2,4,1,0,0,0,40,1,1
23,1,1.0995e+05,2,10,1,2,3,1,0,0,0,60,1,1
54,1,1.9798e+05,15,3,1,4,3,1,0,0,0,51,1,1
27,1,4.0172e+05,4,9,3,9,4,2,1,0,0,40,1,1
42,1,1.7952e+05,1,13,4,3,4,1,1,0,0,50,1,1
33,6,2.9628e+05,4,9,1,2,3,1,0,0,0,40,1,1
19,1,1.4584e+05,6,12,3,5,4,1,1,0,0,50,1,1
59,1,1.9197e+05,3,7,1,3,1,1,1,3908,0,28,1,1
54,1,96792,4,9,5,3,5,1,1,0,0,32,1,1
48,1,1.8504e+05,9,4,1,11,3,1,0,0,1672,55,1,1
19,9,2.3378e+05,2,10,3,15,2,1,0,0,0,60,1,1
45,1,3.4783e+05,4,9,2,9,4,1,1,0,0,40,1,1
36,1,2.1537e+05,1,13,3,5,4,1,0,0,0,70,1,1
35,2,1.6943e+05,6,12,1,2,3,1,0,0,0,40,1,1
47,1,2.0286e+05,2,10,2,9,4,1,1,0,0,36,1,1
33,1,50276,1,13,3,5,4,1,0,0,0,40,1,1
48,2,1.8745e+05,1,13,1,6,3,1,0,0,0,40,1,1
42,1,1.261e+05,4,9,4,2,5,2,1,0,0,40,1,1
19,1,2.5064e+05,2,10,3,3,2,1,0,0,0,24,1,1
64,3,1.9537e+05,1,13,1,6,3,1,0,0,0,40,1,1
51,2,1.8685e+05,1,13,1,10,3,1,0,0,0,8,1,1
20,4,1.1916e+05,4,9,3,9,6,1,0,0,0,20,1,1
28,1,1.6234e+05,4,9,3,3,4,1,0,0,0,40,4,1
52,1,1.0844e+05,11,14,1,5,3,1,0,0,1902,50,29,0
29,2,3.9493e+05,2,10,3,2,4,1,0,0,0,45,1,1
51,1,1.7228e+05,1,13,4,4,4,1,0,0,0,40,1,1
36,1,3.7077e+05,4,9,1,6,3,1,0,0,2377,60,1,1
43,1,3.5201e+05,1,13,1,4,3,1,0,15024,0,45,1,0
52,1,1.6568e+05,2,10,1,5,3,1,0,0,0,40,1,1
50,1,2.5882e+05,4,9,2,2,4,1,0,0,0,40,1,0
25,1,1.3079e+05,2,10,2,3,4,1,0,0,0,30,1,1
36,1,1.1891e+05,6,12,3,9,5,2,1,0,0,40,11,1
44,1,2.0247e+05,2,10,1,5,1,1,1,0,0,60,1,1
47,1,1.6156e+05,13,6,6,11,4,2,0,0,0,45,1,1
32,1,1.8825e+05,4,9,2,2,2,1,0,0,0,40,1,1
37,1,1.6012e+05,11,14,3,6,5,3,0,0,0,40,30,1
40,1,1.4459e+05,4,9,1,9,3,1,0,2829,0,40,1,1
34,2,1.2343e+05,4,9,1,4,3,1,0,0,0,60,1,1
35,3,3.4011e+05,2,10,1,4,3,1,0,0,0,50,1,0
26,1,5.2307e+05,2,10,3,6,2,1,0,0,0,3,21,1
49,2,1.1351e+05,1,13,1,10,3,1,0,0,0,50,1,1
63,9,1.8681e+05,1,13,1,15,3,1,0,0,0,30,1,0
46,2,3.2042e+05,1,13,6,6,4,1,0,0,0,25,1,1
31,5,2.9559e+05,2,10,3,9,2,2,0,0,0,40,1,1
22,1,3.7055e+05,7,11,3,2,4,1,0,0,0,30,1,1
20,1,1.2057e+05,2,10,3,3,4,1,1,0,0,12,1,1
52,1,1.1098e+05,14,16,3,5,4,1,0,0,0,40,1,0
26,1,55860,2,10,3,9,4,2,1,0,0,40,1,1
34,1,1.588e+05,1,13,1,5,3,1,0,0,0,50,1,0
31,1,1.3157e+05,8,5,3,8,4,1,0,0,0,40,1,1
46,1,1.7361e+05,4,9,2,4,5,1,1,0,0,30,1,1
22,1,2.1687e+05,9,4,1,8,3,1,0,0,0,40,13,1
38,1,1.0409e+05,7,11,3,2,2,1,0,0,0,40,1,1
35,1,2.0811e+05,4,9,1,4,3,1,0,0,0,40,38,1
27,6,3.4027e+05,2,10,3,13,4,1,0,0,0,40,1,1
27,1,2.3625e+05,6,12,1,5,3,1,0,0,0,40,1,1
46,1,2.1341e+05,2,10,2,4,5,1,1,0,0,40,32,1
40,9,84232,4,9,3,15,4,1,1,0,0,4,1,1
19,1,3.0295e+05,2,10,3,9,2,1,0,0,0,10,19,1
69,9,28197,4,9,1,15,3,1,0,0,0,60,1,0
20,1,2.6275e+05,2,10,3,3,2,1,0,0,0,35,1,1
34,4,1.9827e+05,1,13,1,13,3,1,0,0,0,60,1,1
49,1,1.7087e+05,11,14,1,5,3,1,0,0,0,45,1,0
27,1,1.7776e+05,2,10,1,10,3,5,0,0,0,50,1,1
59,1,1.7569e+05,2,10,1,9,1,1,1,0,0,14,32,0
45,1,2.051e+05,1,13,1,5,3,1,0,15024,0,60,1,0
21,1,77759,2,10,3,4,2,1,1,0,0,15,1,1
51,6,77905,7,11,2,6,5,1,1,0,0,40,1,1
64,9,1.9358e+05,3,7,3,15,5,1,0,0,0,40,1,1
41,6,1.1652e+05,14,16,1,6,3,1,0,0,0,40,1,0
18,9,85154,10,8,3,15,2,3,1,0,0,24,6,1
49,1,1.8053e+05,11,14,6,6,4,1,0,0,0,40,1,1
51,1,5.0889e+05,4,9,2,8,2,2,0,0,0,40,1,1
20,1,2.1135e+05,2,10,3,7,2,1,1,0,0,20,1,1
69,2,1.7088e+05,4,9,1,4,3,1,0,0,0,48,1,1
18,9,97318,4,9,3,15,2,1,1,0,0,35,1,1
43,1,1.8411e+05,4,9,1,7,3,1,0,0,0,50,1,1
50,1,1.5094e+05,4,9,2,8,5,2,1,0,0,44,1,1
32,1,3.0394e+05,4,9,1,8,3,1,0,0,0,40,1,1
27,5,2.7393e+05,4,9,3,10,2,1,0,0,0,40,1,1
38,1,1.9708e+05,4,9,1,3,3,1,0,0,0,40,1,1
62,1,1.6283e+05,4,9,1,8,3,1,0,0,0,40,1,0
46,1,1.5987e+05,4,9,2,5,4,1,0,0,0,44,1,1
19,1,1.5834e+05,2,10,3,1,2,1,1,0,0,40,42,1
17,9,4.0692e+05,13,6,3,15,2,1,0,0,0,40,1,1
21,1,2.2799e+05,4,9,3,8,5,1,1,0,0,40,1,1
36,1,1.3753e+05,1,13,3,9,4,1,1,0,0,50,1,1
36,1,1.8015e+05,10,8,2,7,4,1,0,0,0,40,1,1
23,1,2.3954e+05,4,9,3,8,2,3,0,0,0,40,8,1
58,1,2.8179e+05,1,13,1,6,3,1,0,0,0,40,1,0
40,1,2.248e+05,1,13,1,6,3,1,0,0,0,45,1,1
64,1,2.9264e+05,2,10,1,5,1,1,1,10566,0,35,1,1
66,1,22313,3,7,1,2,3,1,0,0,0,20,1,1
42,1,1.9464e+05,4,9,1,4,3,1,0,0,0,40,1,1
55,1,1.5609e+05,2,10,5,9,5,1,1,0,0,40,1,1
53,1,1.9372e+05,2,10,1,5,3,1,0,0,1977,40,1,0
25,1,2.1867e+05,4,9,1,7,3,1,0,0,0,40,1,1
39,1,3.5884e+05,2,10,3,1,5,2,1,0,0,40,1,1
20,1,1.7469e+05,4,9,3,3,2,1,0,0,0,40,1,1
32,1,1.6885e+05,4,9,1,3,3,1,0,0,0,54,1,1
28,1,1.337e+05,1,13,3,4,5,1,0,0,0,65,1,1
23,4,3.5068e+05,6,12,3,5,2,1,1,0,0,40,10,1
18,1,1.1522e+05,4,9,3,3,2,1,0,0,0,25,1,1
43,2,1.5296e+05,4,9,1,5,3,1,0,0,0,35,1,0
29,1,2.172e+05,4,9,1,2,3,1,0,0,0,40,1,1
32,1,2.3512e+05,2,10,1,13,3,1,0,0,0,46,36,1
31,5,1.4495e+05,4,9,2,2,5,1,0,0,0,40,1,1
60,1,1.3547e+05,15,3,1,2,3,1,0,0,0,40,13,1
42,1,2.8121e+05,2,10,1,11,3,1,0,0,0,50,1,1
46,1,1.5549e+05,11,14,1,5,3,1,0,0,0,50,1,0
38,1,2.9031e+05,4,9,1,2,3,1,0,0,0,40,1,0
18,1,1.8204e+05,3,7,3,3,2,1,1,0,0,19,1,1
31,1,2.1001e+05,4,9,3,4,2,1,1,0,0,40,1,1
54,1,2.3494e+05,4,9,1,4,3,1,0,4064,0,55,1,1
46,1,3.1542e+05,2,10,1,4,3,1,0,0,2042,50,1,1
27,2,30244,4,9,3,10,2,1,0,0,0,80,1,1
50,5,30008,1,13,1,6,3,1,0,0,0,45,1,0
38,2,2.0133e+05,9,4,1,10,3,1,0,0,0,56,1,1
36,6,96468,11,14,3,6,2,1,1,0,0,40,1,1
25,1,4.8633e+05,4,9,2,3,4,1,0,0,0,40,13,1
19,1,46162,4,9,3,10,2,1,0,0,0,25,1,1
60,5,98350,2,10,1,3,3,3,0,0,0,60,8,1
45,5,1.7596e+05,8,5,3,3,2,1,0,0,0,40,1,1
21,1,1.1931e+05,2,10,3,1,2,1,0,0,1602,16,1,1
42,1,1.7594e+05,4,9,2,11,4,1,0,0,1980,46,1,1
38,1,2.0453e+05,4,9,1,2,3,1,0,0,0,50,1,1
22,9,57827,2,10,3,15,2,1,0,0,0,40,1,1
19,1,4.1818e+05,4,9,3,5,4,2,0,0,0,32,1,1
23,1,2.6274e+05,2,10,3,9,2,1,0,0,0,40,1,1
24,1,1.7729e+05,2,10,3,7,2,1,1,0,0,30,1,1
30,1,2.55e+05,6,12,2,4,4,1,0,0,0,52,1,1
62,1,1.8374e+05,2,10,1,5,3,1,0,0,0,40,1,1
26,2,3.1864e+05,5,15,3,6,2,1,0,0,0,20,1,1
42,4,1.3213e+05,1,13,1,5,3,1,0,0,0,52,1,0
33,1,2.0605e+05,4,9,1,2,3,1,0,0,0,40,1,1
54,3,99185,14,16,1,6,3,1,0,0,0,50,42,0
35,1,2.2575e+05,1,13,2,6,5,1,1,0,0,32,1,1
33,1,2.4578e+05,4,9,2,4,4,1,0,0,0,40,1,1
45,1,1.6909e+05,4,9,2,4,4,1,1,0,0,55,1,1
62,1,2.1104e+05,1,13,1,9,1,1,1,0,0,30,1,0
24,1,2.8543e+05,4,9,3,5,2,1,0,0,0,40,1,1
50,5,1.5478e+05,2,10,2,9,4,2,1,0,0,40,1,1
54,1,37237,1,13,1,6,3,1,0,0,0,40,1,0
58,1,4.1742e+05,9,4,2,8,2,1,0,0,0,40,1,1
39,3,33975,4,9,1,2,3,1,0,0,0,50,1,1
32,1,42485,4,9,2,2,5,1,0,0,0,40,1,1
27,1,1.7002e+05,1,13,1,6,3,1,0,0,0,40,1,1
27,1,1.5268e+05,4,9,1,11,3,1,0,3908,0,35,1,1
20,1,41721,2,10,3,3,2,1,0,0,0,60,1,1
64,1,66634,9,4,1,2,3,1,0,0,0,40,1,1
55,3,2.5722e+05,11,14,5,4,4,1,1,0,0,40,1,1
46,1,1.6788e+05,4,9,2,1,4,1,1,0,0,43,1,1
45,1,1.7943e+05,2,10,1,11,3,1,0,0,0,55,1,1
26,1,57512,4,9,3,11,4,1,0,0,0,40,1,1
36,1,3.0161e+05,4,9,1,2,3,1,0,0,0,40,1,1
25,1,1.9382e+05,1,13,3,4,4,1,1,0,1876,40,1,1
58,1,2.2225e+05,13,6,1,11,3,1,0,0,1887,40,1,0
39,3,1.8909e+05,1,13,1,5,3,1,0,0,0,45,1,1
47,1,2.1751e+05,4,9,5,12,4,3,1,0,0,45,19,1
35,1,3.0869e+05,11,14,1,8,3,1,0,0,0,48,1,1
38,1,1.6967e+05,4,9,1,5,3,1,0,0,0,40,1,1
50,1,1.2091e+05,3,7,1,2,3,1,0,0,0,40,1,1
36,1,3.7016e+05,4,9,2,9,5,1,1,0,0,38,1,1
28,1,3.9822e+05,15,3,3,2,6,1,0,0,0,40,13,1
44,2,2.0828e+05,4,9,1,8,1,1,1,0,0,45,1,1
40,1,3.3746e+05,4,9,2,13,5,1,1,0,0,40,1,1
55,1,1.7267e+05,2,10,1,2,3,1,0,0,0,40,1,0
29,2,32280,4,9,3,10,4,1,0,0,0,45,1,1
33,1,1.949e+05,4,9,1,2,3,1,0,0,0,45,1,1
19,9,57329,2,10,3,15,2,1,1,0,0,30,28,1
32,1,1.7373e+05,1,13,1,5,3,1,0,7688,0,40,1,0
45,5,1.5331e+05,11,14,1,6,3,2,0,0,0,10,1,0
23,1,2.748e+05,4,9,3,7,2,1,0,0,0,25,1,1
31,1,3.5925e+05,7,11,3,13,2,2,0,0,0,40,1,1
22,1,1.5274e+05,2,10,3,3,4,3,1,0,0,40,8,1
59,1,1.8804e+05,4,9,2,7,4,2,0,0,0,40,1,1
32,1,97723,2,10,3,2,4,1,0,0,0,38,1,1
49,6,3.5453e+05,2,10,3,9,4,1,1,0,0,40,1,1
22,1,2.4973e+05,2,10,3,9,2,1,0,0,0,30,1,1
26,1,1.8959e+05,2,10,3,9,4,1,0,0,0,30,1,1
23,6,2.9887e+05,2,10,1,9,3,3,0,0,0,40,12,1
55,2,2.053e+05,2,10,1,4,1,1,1,0,0,50,1,1
47,1,3.0364e+05,4,9,1,5,3,1,0,0,0,49,1,0
44,1,2.4286e+05,4,9,1,11,3,1,0,0,0,40,1,1
27,1,37599,2,10,3,3,4,1,0,0,0,24,1,1
40,6,1.9938e+05,11,14,1,6,1,1,1,15024,0,37,1,0
32,2,56328,1,13,1,6,1,1,1,0,0,8,1,0
20,1,2.5621e+05,2,10,3,8,6,3,0,0,0,40,12,1
84,5,1.6369e+05,4,9,5,5,4,1,1,0,0,33,1,1
40,1,2.6608e+05,2,10,2,2,6,1,0,0,0,50,1,1
37,1,1.6111e+05,1,13,3,4,4,1,1,0,0,40,1,1
44,1,1.9903e+05,2,10,2,11,2,1,0,0,1380,40,1,1
47,1,1.6663e+05,2,10,2,5,5,1,1,0,0,40,6,1
62,2,2.0409e+05,2,10,1,4,3,1,0,0,0,25,1,1
19,9,3.6953e+05,2,10,3,15,2,1,1,0,0,40,1,1
47,1,4.6495e+05,4,9,3,11,4,1,0,0,0,45,1,1
44,5,1.7468e+05,4,9,2,2,5,2,0,0,0,40,1,1
26,5,1.663e+05,1,13,1,9,3,1,0,0,0,41,1,1
36,1,2.2051e+05,2,10,1,2,3,1,0,0,0,40,1,1
52,1,2.4694e+05,3,7,1,3,3,1,0,0,0,40,1,1
33,1,1.0451e+05,2,10,2,9,5,1,1,0,0,40,1,1
48,9,2.6634e+05,4,9,1,15,3,1,0,0,0,40,1,1
33,1,2.5217e+05,4,9,1,11,3,2,0,0,0,40,1,1
25,1,92093,1,13,1,5,3,1,0,0,0,20,1,1
62,1,88055,1,13,1,8,3,1,0,0,0,40,1,1
38,1,1.2959e+05,2,10,1,2,3,1,0,0,0,40,1,1
46,1,1.4272e+05,4,9,6,10,4,1,0,0,0,65,1,1
18,9,2.6492e+05,2,10,3,15,2,1,1,0,0,40,1,1
46,1,1.288e+05,1,13,1,5,3,1,0,0,0,44,1,0
38,1,1.1534e+05,4,9,2,3,5,1,1,0,0,70,1,1
52,1,1.9033e+05,2,10,1,9,3,1,0,0,0,40,1,0
63,2,1.7944e+05,9,4,1,5,3,1,0,0,0,15,1,1
49,1,2.1868e+05,2,10,1,8,3,1,0,0,0,43,1,1
17,5,1.4819e+05,3,7,3,9,2,1,1,0,0,12,1,1
33,1,1.8483e+05,4,9,3,3,4,1,1,0,0,35,1,1
70,2,2.8064e+05,4,9,5,3,6,1,1,2329,0,20,1,1
19,1,2.1777e+05,2,10,3,3,2,1,1,0,0,15,1,1
27,9,1.8055e+05,4,9,1,15,1,1,1,0,0,40,1,0
61,1,56009,2,10,1,4,3,1,0,0,0,40,1,1
33,1,2.5533e+05,1,13,1,6,3,1,0,0,0,25,1,0
46,3,3.2822e+05,1,13,1,4,3,1,0,0,1902,42,42,0
29,1,3.4915e+05,13,6,4,10,5,1,1,0,0,40,16,1
40,5,24763,2,10,2,11,5,1,0,6849,0,40,1,1
43,6,41834,4,9,1,11,3,1,0,0,0,38,1,0
24,1,1.1347e+05,4,9,3,4,4,1,0,0,0,40,1,1
29,1,1.3086e+05,2,10,1,2,3,1,0,0,0,60,1,1
61,2,2.688e+05,4,9,1,3,1,2,1,0,0,17,1,1
48,1,2.0212e+05,3,7,2,3,4,1,1,0,0,34,1,1
19,1,2.8015e+05,2,10,3,7,2,1,0,0,0,20,1,1
30,1,70377,2,10,3,8,4,1,1,0,0,40,1,1
24,1,2.367e+05,2,10,3,3,4,1,0,0,0,30,1,1
39,5,2.2257e+05,11,14,3,6,5,1,1,0,0,43,1,1
46,3,1.107e+05,2,10,2,5,5,1,1,2036,0,60,1,1
40,1,96129,4,9,1,4,3,1,0,0,0,72,1,0
27,5,2.0049e+05,1,13,3,6,2,1,1,0,0,40,1,1
25,1,1.9382e+05,11,14,3,6,2,1,1,0,0,40,1,1
31,1,4.5451e+05,3,7,3,2,4,1,0,0,2001,40,1,1
58,1,2.2079e+05,1,13,2,11,4,1,0,0,0,45,1,1
33,1,1.0135e+05,4,9,1,5,1,1,1,0,0,42,5,0
40,1,1.4056e+05,4,9,5,3,5,1,1,0,0,25,1,1
40,3,64885,11,14,1,4,3,1,0,0,0,70,1,0
31,1,4.0236e+05,4,9,1,2,3,1,0,0,0,40,1,1
33,1,1.4358e+05,4,9,4,3,5,3,1,0,0,48,31,1
49,1,1.8539e+05,6,12,1,4,3,1,0,0,0,45,1,1
24,1,1.1271e+05,7,11,3,1,2,1,0,0,0,40,1,1
46,1,1.3036e+05,4,9,3,2,5,1,0,0,0,40,1,1
58,5,1.4743e+05,11,14,1,6,3,1,0,0,0,40,1,0
20,1,2.059e+05,2,10,3,4,2,1,1,0,0,20,1,1
65,9,2.7357e+05,4,9,5,15,5,1,0,0,0,40,1,1
43,1,1.5316e+05,2,10,1,9,1,1,1,0,0,40,1,1
48,2,1.6792e+05,11,14,1,4,3,3,0,0,0,50,27,1
41,1,1.9566e+05,2,10,1,11,3,1,0,0,0,54,1,1
27,6,1.4624e+05,2,10,4,3,4,1,1,0,0,30,1,1
52,9,1.0543e+05,2,10,1,15,3,1,0,0,0,12,1,1
26,1,1.4994e+05,4,9,3,3,6,3,0,0,0,60,42,1
52,5,2.462e+05,4,9,1,2,3,1,0,0,0,40,1,1
52,5,1.9256e+05,2,10,2,5,4,1,1,0,0,38,1,1
19,1,2.4412e+05,4,9,3,3,2,2,0,0,0,30,1,1
39,5,98587,2,10,2,6,2,1,1,0,0,45,1,1
47,1,1.4589e+05,2,10,2,3,5,1,1,0,0,40,1,1
27,1,2.4432e+05,4,9,2,2,6,5,0,0,0,40,1,1
48,1,1.9278e+05,2,10,2,2,4,1,0,0,0,40,1,1
50,1,2.0946e+05,4,9,4,3,5,1,1,0,0,35,1,1
60,1,25141,2,10,1,11,3,1,0,0,0,60,1,1
28,1,4.0579e+05,6,12,1,1,3,1,0,0,0,45,1,0
47,4,53498,4,9,2,3,5,2,1,0,0,40,1,1
69,9,4.7665e+05,1,13,1,15,3,1,0,0,0,20,1,1
40,2,1.6231e+05,4,9,1,2,3,3,0,0,0,66,30,1
37,1,2.7702e+05,4,9,3,7,5,1,1,3887,0,40,17,1
41,6,1.0976e+05,11,14,3,6,4,1,0,0,0,40,1,1
38,1,1.2303e+05,4,9,1,9,3,3,0,0,0,48,22,1
46,4,1.1989e+05,7,11,4,1,4,5,1,0,0,30,1,1
21,2,4.0923e+05,2,10,3,9,2,1,0,0,0,30,1,1
44,1,2.2331e+05,11,14,4,4,5,1,1,0,0,48,1,1
38,9,1.2915e+05,13,6,4,15,2,1,0,0,0,35,1,1
47,2,1.192e+05,2,10,1,9,1,1,1,0,0,35,1,0
42,1,46221,14,16,6,3,4,1,0,27828,0,60,42,0
42,5,3.5116e+05,2,10,2,2,4,1,0,0,0,40,1,1
56,1,1.7453e+05,1,13,3,5,4,1,1,0,0,45,1,0
32,1,3.2439e+05,1,13,3,6,2,1,0,0,0,40,1,1
24,1,1.2657e+05,1,13,1,3,3,1,0,0,0,33,1,1
26,1,2.757e+05,2,10,1,4,3,1,0,0,0,40,1,1
36,2,2.1961e+05,1,13,3,4,4,2,1,2174,0,50,1,1
49,1,2.0047e+05,3,7,3,3,4,1,0,0,0,60,1,1
65,1,1.5526e+05,4,9,1,5,3,1,0,0,0,40,1,0
73,6,74040,9,4,2,3,4,3,1,0,0,40,1,1
34,1,2.263e+05,3,7,1,7,3,1,0,0,0,40,1,1
22,1,2.1197e+05,1,13,3,9,2,1,1,0,0,40,1,1
49,5,1.2645e+05,2,10,3,3,5,1,1,0,0,30,1,1
25,1,2.6289e+05,3,7,3,3,5,2,1,0,0,32,1,1
39,1,1.8807e+05,8,5,1,11,3,1,0,0,0,25,1,1
19,1,1.1355e+05,3,7,3,2,4,1,0,0,0,56,1,1
24,1,2.2707e+05,13,6,1,8,1,1,1,0,0,40,1,1
34,1,1.37e+05,4,9,2,9,5,1,1,0,0,35,1,1
35,9,1.1901e+05,4,9,5,15,2,1,1,0,0,38,1,1
21,1,2.1241e+05,4,9,3,8,6,1,0,0,0,40,1,1
43,1,1.9781e+05,11,14,2,3,5,1,1,0,0,40,1,1
35,4,35309,1,13,3,1,4,3,0,0,0,28,42,1
39,1,1.418e+05,2,10,2,9,5,2,1,0,0,40,1,1
48,9,1.8451e+05,1,13,1,15,3,1,0,0,0,80,1,0
33,2,1.2419e+05,6,12,3,3,4,2,0,0,0,32,1,1
19,1,2.0174e+05,2,10,3,3,2,1,1,0,0,26,1,1
17,1,1.5674e+05,13,6,3,4,5,1,1,0,0,12,1,1
43,2,47261,2,10,1,10,3,1,0,0,0,50,1,1
62,1,1.5069e+05,4,9,5,9,4,1,1,0,0,42,1,1
53,5,2.3373e+05,11,14,2,6,4,2,1,0,0,40,1,0
45,6,35969,11,14,1,6,3,1,0,0,0,60,1,0
47,1,1.5955e+05,4,9,2,9,4,2,1,0,0,40,1,1
30,1,1.9082e+05,2,10,3,3,2,2,1,0,0,40,1,1
53,1,2.1338e+05,4,9,4,4,4,1,1,0,0,33,1,1
24,1,2.575e+05,4,9,4,8,2,2,1,0,0,40,1,1
41,5,4.8871e+05,2,10,1,7,3,1,0,0,0,40,1,1
58,5,2.3941e+05,15,3,2,3,6,2,1,0,0,40,40,1
27,4,1.0519e+05,4,9,2,9,4,1,0,4865,0,50,1,1
63,6,1.0974e+05,4,9,2,9,4,1,1,0,0,38,1,1
50,1,1.7294e+05,2,10,2,3,2,1,0,0,0,28,1,1
43,5,2.099e+05,11,14,3,1,4,2,1,8614,0,47,1,0
29,3,87745,2,10,3,5,4,1,0,0,0,60,1,1
41,1,1.8788e+05,2,10,1,4,3,1,0,3942,0,40,1,1
55,1,2.3413e+05,4,9,1,3,3,1,0,0,0,40,1,1
36,1,2.7294e+05,4,9,3,11,4,1,0,0,0,45,1,1
23,5,1.2923e+05,4,9,3,9,2,1,0,0,0,40,1,1
22,1,1.0035e+05,1,13,3,2,4,1,0,13550,0,55,1,0
58,2,1.9584e+05,2,10,2,2,4,1,0,0,0,45,1,1
25,1,2.5185e+05,3,7,3,9,2,2,1,0,0,40,1,1
40,1,1.0347e+05,4,9,1,4,1,1,1,0,0,30,1,1
38,1,22042,7,11,3,6,4,1,1,0,0,39,1,1
37,1,3.4372e+05,1,13,1,6,3,1,0,0,0,40,1,0
19,1,2.3237e+05,2,10,3,3,2,1,1,0,0,35,1,1
55,1,1.7448e+05,13,6,3,3,4,1,0,0,0,29,1,1
55,1,2.8202e+05,1,13,1,4,3,1,0,15024,0,50,1,0
28,1,2.7469e+05,1,13,3,9,4,1,0,0,0,45,1,1
53,1,2.5168e+05,4,9,1,2,3,1,0,0,0,40,21,1
32,9,6.4788e+05,4,9,1,15,3,1,0,0,0,40,42,1
60,1,1.2837e+05,2,10,2,6,5,1,0,3325,0,42,1,1
32,1,37380,2,10,2,9,5,1,1,0,0,38,1,1
34,1,1.7373e+05,4,9,1,4,3,1,0,0,0,50,1,1
49,1,3.5382e+05,2,10,2,6,4,1,0,0,0,45,1,0
21,1,2.2589e+05,2,10,3,3,6,1,1,0,0,30,1,1
24,6,1.4715e+05,1,13,3,9,4,2,1,0,0,20,1,1
53,1,2.3378e+05,7,11,2,9,4,2,1,2202,0,40,1,1
29,1,3.9493e+05,7,11,1,3,3,1,0,0,0,40,42,1
34,5,1.8868e+05,1,13,6,6,4,1,1,0,0,40,1,1
52,9,1.1521e+05,5,15,6,15,5,3,1,0,0,40,12,1
41,1,2.7719e+05,15,3,1,10,1,1,1,0,0,40,13,1
21,1,3.1418e+05,4,9,3,3,4,1,1,0,0,40,1,1
43,1,2.2078e+05,11,14,1,5,3,1,0,0,0,35,1,0
31,5,1.8927e+05,4,9,3,13,2,1,0,0,0,40,1,1
38,1,35429,4,9,1,7,3,1,0,0,2042,40,1,1
42,1,1.5437e+05,1,13,1,5,3,1,0,0,2415,60,1,0
62,1,1.6146e+05,1,13,3,10,4,1,0,0,0,30,1,1
51,1,2.5149e+05,9,4,5,8,4,4,1,0,0,40,1,1
30,1,1.7753e+05,4,9,3,4,5,2,1,0,0,25,1,1
24,1,53942,1,13,1,8,3,1,0,0,0,40,1,1
36,1,1.1348e+05,4,9,2,2,4,1,0,0,0,40,1,1
57,1,3.6132e+05,13,6,1,2,3,1,0,0,0,40,1,1
46,1,3.3009e+05,1,13,1,5,3,1,0,0,0,55,1,0
33,1,2.7622e+05,14,16,1,6,3,1,0,0,0,40,1,1
